RowID,COL_1,COL_2,COL_3,COL_4,COL_5,SOLD
qFpuZX0u,,VAL_B,,10,36,0
7TWuzQ4j,135,VAL_H,3,26,20,0
h5aElK6A,,,,8,4,0
VKysHD4k,265,VAL_B,3,7,-4,0
nEjkpEhe,,,,3,-13,0
0FAhgwhz,-1,VAL_B,3,,-17,0
XVsbVika,,,,7,-10,0
FVBLUiaT,245,VAL_B,6,10,-4,0
QoFrPqxW,,,,3,3,0
nsoLRecT,140,VAL_B,1,7,9,0
noBviiRH,,,,9,-3,0
jqQf0wom,,,,9,-4,0
NFoah44M,,,,15,-11,0
WtNvZZsh,,,,18,7,0
cVoY6FKF,,,,8,11,0
QRJcyxXD,,,,,22,0
d6jhaPay,240,VAL_B,3,4,-8,0
DWrIdJzR,,VAL_B,,12,2,0
3PT4JJRQ,,,,9,6,0
6d0Mr04z,285,VAL_M,7,8,0,0
3rthNxnc,190,VAL_B,1,5,27,0
9j1yt887,,,,10,16,0
O5vNq7J1,145,VAL_A,5,7,-10,0
Z2EZ1mUl,,,,9,14,0
xWw2OLTL,,,,,-11,0
UybCoUnZ,280,VAL_B,1,16,16,0
lnxEErgg,225,VAL_B,2,4,-1,0
8wgUGoMd,215,VAL_B,2,10,12,0
VZH3cjDX,150,VAL_B,4,,17,0
w439Ckae,,,,8,10,0
ZBYwUHqn,235,VAL_M,5,9,-1,0
dqERLqnv,260,VAL_B,4,8,-2,0
X3q3ai6w,235,VAL_B,3,,3,0
QtPijMJN,170,VAL_M,6,,23,0
92nxdDcU,215,VAL_B,1,6,0,0
cSOqBntY,,,,6,-5,0
bSXSRpYu,,VAL_B,8,10,9,0
93E0QgBk,-2,VAL_B,5,3,-10,0
gatSwh8w,,,,4,18,0
ewx345sn,,,,10,-13,0
vbRD5rLj,125,VAL_B,1,8,-7,0
Ci7wwk4b,,,,14,-2,0
d7KQfuc8,,,,3,15,0
ILAKV2XC,,,,8,-7,0
YRjCNK1k,,,,,4,0
9dN36h15,240,VAL_B,3,4,10,0
BSEPA4wO,,,,7,-6,0
9eHGVyWT,,,,,-4,0
vyLF8lzb,160,VAL_B,4,6,18,0
n0868V7S,,,,9,-9,0
w6RaNbkf,,,,,2,0
T8lGZIBc,-3,VAL_B,7,2,-3,0
zAn28Zip,,,,,20,0
zQ0lXi1U,,,,28,7,0
NOKvrmzQ,255,VAL_B,2,4,0,0
bCT2Jxry,,,,8,-2,0
K51RyAI0,125,VAL_B,3,7,21,0
GayJY8tg,260,VAL_H,3,9,8,0
1ucU4dnl,,,,9,7,0
vm1s7cI3,330,VAL_B,5,8,2,0
2LClw2Qq,230,VAL_M,3,8,28,0
1znDYlHS,230,VAL_B,5,9,-1,0
BSuv07Yx,,,,11,14,0
UNuD6Sl7,,,,10,21,0
XfI2Q1TD,250,VAL_A,7,11,-5,0
qjApkYHX,,,,8,11,0
ZaeRMS8k,165,VAL_B,4,7,1,0
F7hPYO6P,,,,,-10,0
1XEvvFLy,,,,,7,0
q4OxhbpN,195,VAL_B,3,8,2,0
4qnA0DEf,,,,3,8,0
Tfvrwv9i,,,,23,-11,0
O59oGBfQ,185,,3,8,2,0
angHMljZ,,,,,18,0
2DPgHVKj,-3,VAL_M,6,2,0,0
4qZUw5QB,,,,4,11,0
Nm8KOQsY,,,,10,13,0
PwiiVppx,-3,VAL_B,7,12,-7,0
RT2ysR62,,,,20,13,0
uoDnuFms,-3,VAL_H,4,9,20,0
ZgGJb99U,,,,7,-6,0
6pIQLHOE,245,VAL_B,7,9,12,0
uV76K7WH,,,,31,2,0
IP00qwfP,250,VAL_B,7,8,18,0
NlggUxCY,,,,9,10,0
yMjoFN42,225,VAL_D,6,8,-9,0
TJvT6WTF,,,,9,-7,0
XR7UoIbY,,,,,4,0
c7sgekRu,295,VAL_B,7,8,-1,0
BENJv2Gq,,,,15,15,0
8pJ3ce6N,-3,VAL_I,5,7,10,0
sc77VLQJ,,,,,-5,0
Ywde3dAs,,,,,10,0
FPYrJU2i,,,,8,-11,0
PLkXN2AG,,,,14,-6,0
J5QkmSi7,,,,3,11,0
2NPMYmfV,275,VAL_B,6,11,10,0
eVAVFNTh,,,,8,-4,0
2g9vS0DU,,VAL_B,5,8,9,0
8NN4jktM,,,,17,14,0
Hhdak3Kv,360,VAL_D,7,8,-4,0
NjdYUfvn,,,,,-6,0
AsP7tTnm,220,VAL_B,6,,-8,0
rpyw3Rxw,185,VAL_A,4,28,21,0
iWOD5Lcb,210,VAL_B,6,,11,0
N0npIJBp,,,,8,-9,0
MLTCWDXE,,,,9,-6,0
kgVEOCy8,,,,9,6,0
ghkho2oY,,,,7,2,0
8JauLaaO,200,VAL_B,1,6,-3,0
czBhTk8L,290,VAL_B,7,8,-11,0
DQDJKEu9,205,VAL_B,2,7,5,0
lr6P7sC4,,,,,9,0
hL1VQH4x,,,,9,-1,0
cmynr3zt,,,,8,2,0
Hgm49yvn,,,,2,-2,0
PzDoxYat,,,,13,-7,0
K0yM4ylY,235,VAL_B,5,9,1,0
Mj7ywTrA,170,VAL_M,2,9,12,0
dqzS1y7Q,280,VAL_B,3,4,-5,0
gvm4MzjH,240,VAL_B,4,7,22,0
s7xIlzds,290,VAL_B,1,9,-1,0
OGFY8kKF,,,,,-12,0
sqPRzMi1,225,VAL_B,1,,-1,0
vKsVu6ll,,,,4,-1,0
axw1XCmG,-3,VAL_B,7,10,4,0
cf9r4X8q,,VAL_B,,48,-11,0
A2KtmDoL,225,VAL_H,7,,-1,0
g5qeSPqp,-3,VAL_M,5,9,13,0
4aBxGWzU,,,,3,21,0
E8I1qepa,,,,9,11,0
s2g4BRZG,300,VAL_B,7,11,6,0
SWkbFYzt,,,,,-1,0
SCOmKxoR,,,,7,1,0
eRyj1TNm,-2,VAL_B,2,4,-12,0
jgAiFiir,,,,15,-9,0
IRCwGKP5,195,,4,7,11,0
uX35fSqx,-1,VAL_B,1,8,29,0
HQAcxDHB,,,,9,-2,0
MIwecvLv,-1,VAL_B,1,35,16,0
rYu0hPvz,,,,7,6,0
IHeEwfbx,205,VAL_M,6,10,21,0
qNja0xZB,340,VAL_B,2,16,-4,0
zMdkWoVC,,,,,2,0
KJQ4FdsP,215,VAL_B,3,8,-4,0
AkiOInp4,,,,36,7,0
9qk5RIhr,,,,,22,0
Q22Lsnho,180,VAL_B,4,8,20,0
wVnOwJoF,,,,9,18,0
zoCYqgjt,125,VAL_B,5,9,28,0
3VVNUo8g,,VAL_B,,7,11,0
AOpnOzck,,,,8,2,0
P9xKFp6o,165,VAL_B,4,,21,0
1QVP4Pm1,140,VAL_B,3,44,35,0
XNCnhxHl,,,,8,-7,0
HQUI5Wvn,,,,15,15,0
wimoHEyf,,,,,15,0
5ROkyTqs,,,,10,10,0
pTvDex7m,,,,18,12,0
QLPziQuf,175,VAL_B,2,,1,0
WverimFm,,,,,-13,0
qTHNqMgh,280,VAL_B,4,4,12,0
KmtgqaMm,,,,,1,0
XtEL6NOL,215,VAL_B,6,7,-13,0
wx6lp5qa,235,VAL_B,6,,-1,0
2AAKx75q,,,,13,-15,0
9q4chSVV,355,VAL_M,5,4,2,0
nT3tJWOQ,220,VAL_B,4,9,18,0
PdL8ZkkH,250,VAL_B,4,4,1,0
uo0aRhU9,205,VAL_D,6,15,8,0
27ZNVjBV,,,,41,2,0
hPLoy3Ua,,,,16,5,0
QsUXJbiu,,,,14,25,0
dxjnYmUA,-3,VAL_B,7,4,17,0
a9R5atlz,,VAL_B,,3,3,0
mGUsgln2,,,,,5,0
lzoNx4dD,,,,,-1,0
ERadEiBc,,,,15,4,0
IaT7uzfY,220,,5,,5,0
7NSPFhrX,125,VAL_A,6,,4,0
5ihWJ9o8,,,,17,12,0
jZWJZv68,,,,,0,0
HtQgIHPp,215,VAL_B,1,7,12,0
cNNLnD3J,185,VAL_B,3,7,1,0
OAZBj4UF,125,VAL_B,7,9,-9,0
beSS6UmR,240,VAL_B,5,4,-1,0
DmZlJSSs,245,VAL_M,3,7,18,0
XuQzGypN,190,VAL_A,3,11,-4,0
NuWtobMM,,VAL_B,,,18,0
ooxGlJnf,,,,9,5,0
EOunGq7G,,,,17,7,0
RriES8Sq,,,,9,10,0
p8PwpbwA,,,,8,-4,0
Yda9qWxz,180,VAL_A,1,8,15,0
4yWEHdnp,,,,8,-8,0
XpnL7sUY,205,VAL_B,6,6,-1,0
CnjdDPp7,,,,,8,0
Pt401AYS,,,,7,-11,0
zjGf0ifE,260,VAL_B,1,9,2,0
d0DkD3Wb,305,VAL_M,5,5,3,0
psDoFwVB,,,,,-9,0
QWT4NUlN,215,VAL_M,2,34,9,0
v8p6uaC2,,VAL_B,,8,19,0
0pS8oLSn,,,,8,13,0
VrZEG7tX,,,,9,-3,0
uE2aGFHs,,VAL_B,,2,-30,0
NqyCe5NH,270,VAL_B,2,,-13,0
u2e7REYU,,,,,-9,0
qijus80F,,,,9,-3,0
M4y1oxvD,,,,8,4,0
g8xykS8Y,,,,,7,0
7oas3R7i,250,VAL_B,7,7,15,0
BfuaNuko,,VAL_B,,,-13,0
Krtxi2Es,260,VAL_M,6,11,-4,0
TGcHT3SB,270,VAL_B,5,27,27,0
Ch5Ui7Z9,,,,8,-10,0
tDe1MXz6,,,,8,3,0
TMXjFaja,270,VAL_B,4,4,0,0
p5VmGRQK,,,,7,12,0
bz8lumEw,320,VAL_B,7,5,10,0
z6YhLPTJ,,,,8,1,0
OFl2IR3F,-3,VAL_B,5,,1,0
hzOal6b2,140,VAL_B,1,3,22,0
FBZ3QyeF,320,VAL_B,5,5,-2,0
MRVa2aNF,-3,VAL_B,7,3,3,0
EQxpwf8f,155,VAL_A,1,8,35,0
ZBnWYiKn,340,VAL_B,3,7,7,0
muoPDbct,,VAL_B,,8,-2,0
HlCogVv9,195,VAL_B,3,6,-6,0
5tni7JNN,245,VAL_B,3,6,-11,0
orhABrnD,220,VAL_D,4,4,13,0
cFDHGBzp,,,,,-17,0
zE5y2iAf,,,,15,24,0
nAzEUtdi,285,VAL_B,6,47,18,0
CVkRlUko,170,VAL_B,3,5,23,0
xgfdYG3g,,,,8,15,0
WiR2NJ2o,,,,7,7,0
62uunizP,-1,VAL_B,2,2,-10,0
sHKelBlb,,VAL_B,,11,-1,0
lIFDQIgA,-3,VAL_I,3,,17,0
rUxDGsDU,,VAL_B,1,8,-2,0
RTvHpVqG,290,VAL_B,7,4,11,0
jrivNYRB,295,VAL_I,7,3,-2,0
J8VIchIG,220,VAL_B,4,8,8,0
PBPBXar9,,VAL_B,,4,-4,0
T56uSxEz,275,VAL_B,6,,5,0
LGBur0di,,,,4,-12,0
mxCWwkC7,-2,VAL_B,5,7,11,0
sQvkW7aQ,,,,18,-8,0
SSi5W4na,,,,15,2,0
w3xHHbTP,165,VAL_B,1,6,30,0
wTUEZgTw,225,VAL_B,2,,-1,0
Xy9mS4eJ,,,,32,21,0
3Wgu1OB5,,,,17,21,0
H9ULJKnC,-2,VAL_B,3,,-19,0
IKNk8eeO,,,,,-8,0
azdMGxz3,,,,8,-7,0
liMgxHlL,,,,14,9,0
y56g5vmK,145,VAL_B,4,8,21,0
q3qhKmQZ,-3,VAL_M,7,7,13,0
p5rTlsmR,,,,13,-7,0
HTAwYCxM,265,VAL_B,7,7,24,0
xjG1qIF1,,VAL_B,,3,-2,0
fH7poT0E,,,,18,-9,0
6pTIGQ5M,,,,,9,0
0OgTT4YZ,,,,8,6,0
DOkVY9Hx,,,,9,13,0
FN2VQTXu,155,VAL_B,3,7,21,0
7kvz6I35,,,,9,20,0
5RQtGleu,240,VAL_B,5,3,-7,0
yC5seDXX,105,VAL_B,1,9,29,0
jmxfk2ho,,,,9,19,0
g7T2ij4U,,,,14,3,0
ZRTSLCAZ,,,,,-8,0
n1wuDV0M,,,,7,-1,0
BN9dFwfn,215,VAL_B,4,9,10,0
WnzJ9Gv7,,,,48,12,0
Ho9TQ7cf,,,,,-7,0
t4KNSvwv,220,VAL_B,5,6,13,0
uh5dIUko,180,VAL_B,7,9,10,0
tF2DIeZY,175,VAL_B,6,16,22,0
Xkh6d66o,-3,VAL_B,5,8,1,0
VBWvPjEi,250,VAL_B,5,9,13,0
3ewzldc7,,,,7,2,0
5Z7Vwy3v,,,,10,9,0
h2FynSjv,,,,7,-13,0
udpsaSHr,-2,VAL_B,7,49,1,0
x7eksfKc,-3,VAL_A,2,8,22,0
3d424BIx,255,VAL_B,6,7,-9,0
YT4E8Zaq,220,VAL_B,3,7,22,0
uYGg8JSp,,,,7,17,0
7qlVF7TX,,VAL_B,,9,25,0
ShAwy3VJ,325,VAL_B,4,,-11,0
qcyuUY7t,280,,7,8,-13,0
4F7BJS1n,,,,9,13,0
ZuX5a6Ts,,,,,18,0
7OcRLoKF,,,,7,16,0
VXMXJoPZ,,,,9,19,0
iSMnmeJ0,150,VAL_D,1,7,11,0
DWs3ekI1,345,VAL_B,7,15,-2,0
c80h5Vlu,,,,7,-2,0
9TYYm8t3,,,,16,7,0
yXNP754j,,,,,5,0
UU90uexs,,,,9,21,0
BJgjzIIn,340,VAL_B,7,9,11,0
MOeZW3Es,,,,7,10,0
cKQhWd17,235,VAL_B,4,18,29,0
a2fBY9dL,,,,8,17,0
Ni5u2OHD,-3,VAL_B,2,9,-1,0
Wx2o7uM6,,,,4,10,0
3sm265jw,315,VAL_B,6,4,-8,0
LRs5Thp9,-1,VAL_A,4,3,-12,0
fp5CzsEF,,,,17,-10,0
7vpn8YcJ,180,VAL_B,5,3,7,0
GMEX1fnm,,,,12,-12,0
S6pPSzoO,115,VAL_B,1,,22,0
4kBJYHmp,165,VAL_B,2,8,-6,0
0WDCrgjM,140,VAL_B,1,9,14,0
gKIvEu1O,,,,13,-5,0
wHKoxCym,,,,9,-5,0
GloFW0XL,265,VAL_B,2,,-3,0
VVdj2EHx,220,VAL_B,4,,19,0
NP71chEb,165,VAL_B,1,4,33,0
yFkkCWxT,-3,VAL_B,6,,5,0
tW5joQNI,255,VAL_B,5,7,-4,0
2nVWC1Hb,250,VAL_B,6,8,-9,0
x8iKGfGg,,,,18,2,0
VRG6mLIQ,260,VAL_B,7,,-6,0
Afqnd2k8,295,VAL_B,1,6,23,0
BPatYuh0,,,,8,13,0
Y8Bn0mdO,215,VAL_M,5,7,3,0
EU3L9FBW,,,,,21,0
gNIytbvT,-3,VAL_B,6,7,-8,0
a8fMkjJv,,,,11,11,0
1AsrLbFd,185,VAL_B,1,7,0,0
upjxJyZd,,,,7,15,0
zyBd9muZ,145,VAL_B,6,3,7,1
ttHvj37z,,,,,10,0
HZCmJCSd,135,VAL_B,1,7,27,0
0CvBVlOw,,,,9,-5,0
YHLifQiE,,,,,4,0
LU1HyFuD,,,,7,15,0
mwaKdbKR,355,VAL_B,7,6,-1,0
kEOmAAAh,230,VAL_M,5,9,13,0
Ik2Nugm4,,,,7,14,0
CsW2B8vd,,,,7,-4,0
8uBEk4Nv,,,,8,0,0
4Y3aOS2i,,VAL_B,7,8,9,0
sgJHF955,-3,VAL_B,6,10,1,0
8jhN0wz5,290,VAL_B,4,12,22,0
Pi3RfR27,190,VAL_M,1,7,10,0
wYbytZAK,,,,8,-9,0
zoRG7osB,240,VAL_B,5,,-6,0
wXFcXiff,250,VAL_B,3,4,-3,0
pN35hapa,,,,8,-9,0
O1B1yFPl,160,VAL_K,3,9,13,0
lWrrGkuO,280,VAL_B,7,4,-4,0
cuic62sC,250,VAL_B,5,16,6,0
thU338QM,,,,8,6,0
YbjWaZ7k,280,VAL_B,7,8,-5,0
EGtQT3qB,155,VAL_B,5,8,15,0
O1CZ1PkK,240,VAL_B,7,9,-4,0
wzgpGxqB,315,VAL_B,7,2,3,0
RouJjuAf,,,,,-1,0
Tovwih5f,,,,17,-10,0
mwvzRR4m,,,,9,3,0
kHgCuDaV,325,VAL_B,1,12,-5,0
MPf0qnS0,,,,7,11,0
jc42X0to,225,VAL_B,5,7,-1,0
6qUCOdGv,,,,9,14,0
Xtsxvrpj,-3,VAL_B,2,9,9,0
U5eu64Fv,270,VAL_B,5,8,-4,0
KpiMadpl,,,,,-9,0
1t11t8Xz,,,,7,8,0
EqHwIjQR,,,,,-5,0
gub6ejxq,255,VAL_B,7,2,-2,0
wNducwJ8,265,VAL_A,4,3,14,0
alkNNp4W,245,VAL_B,4,5,-9,0
fIAHeM1i,,,,8,-5,0
mu3qFZ1g,,,,,0,0
G1UnMC1l,,,,10,19,0
CyBIX4bV,225,VAL_B,5,7,8,0
vPjKzjva,,,,17,25,0
Xcmz86wp,,,,,-13,0
hY5nCJ6P,,,,9,6,0
hRmuUu09,,,,15,-4,0
QH0KKDX2,,VAL_B,,5,28,0
BIcvnEju,,,,9,15,0
oFpaGqRG,,,,38,20,0
Dq8oQ1or,315,VAL_M,4,9,-4,1
O42U1WCc,180,VAL_B,5,8,-5,0
IgR54iRM,-2,VAL_K,2,7,1,0
mUXIGC1i,,,,8,-10,0
mNcjG5CR,165,VAL_B,6,8,18,0
tPN4tYMw,255,VAL_B,7,7,-2,0
aAUa2n4n,,,,7,1,0
FWpG3AdW,210,VAL_B,2,6,-8,0
edLcpZ2X,,,,,7,0
i40H4A9M,,,,9,-1,0
DNMdpE8b,295,VAL_B,7,9,-3,0
IqFQ60N1,,,,9,19,0
zM7aFlrw,245,VAL_B,3,11,-1,0
d4FStbyG,,VAL_B,,7,3,0
9FXkWSyg,,,,18,-2,0
ZaDbF1tw,180,VAL_M,1,6,14,0
rmqf28Sv,-1,VAL_B,2,,-5,0
IL47E1ig,-3,VAL_B,6,2,5,0
egYgZSDU,,,,11,15,0
h404a3cm,,,,18,1,0
DvQQoE5s,150,VAL_B,4,,7,0
DsjZYkwa,205,VAL_B,4,7,14,0
7td9TRl7,,VAL_B,,11,12,0
yCSUSpKx,,,,9,6,0
wJvptGQ6,,,,10,-5,0
H4te2Kwr,-3,VAL_D,4,,7,0
iLJVUr5B,230,VAL_B,4,6,-14,0
r1Fdqn2m,340,VAL_B,7,6,2,0
RsFYJCYd,135,VAL_B,3,8,16,0
aDPtLeWC,,,,15,14,0
BG9LGOLX,,,,18,-2,0
i0gvJJnS,-3,VAL_B,5,6,16,0
NeVyXslG,115,VAL_B,1,13,46,0
NedraDJu,,,,,-1,0
DDrJYo1x,235,VAL_B,7,7,-7,0
MS2PiJx6,,,,,20,0
KtBj6tHw,,,,7,7,0
Uo2WcNfu,160,VAL_B,5,9,-6,0
MUkdMJNb,,VAL_B,,8,-2,0
AdmptN8Z,190,VAL_B,1,,-1,0
MARMMTA8,,,,,5,0
kZdLoqz0,210,VAL_B,2,7,-4,0
Cp8imbxW,-3,VAL_B,4,8,-2,0
t0VTk0xB,265,VAL_B,1,11,16,0
AjiuoaN5,,,,,11,0
pPR9fEDf,220,VAL_B,2,9,-4,0
SMrrMvx9,,,,8,-2,0
bYwG1z9k,,VAL_B,,12,-3,0
GGgpVvR1,,,,9,-13,0
2b0XgGHi,-3,VAL_H,6,,19,0
sOjLaiyY,230,VAL_A,5,,2,0
okywR6BT,,,,7,-1,0
gMIG7RGl,210,VAL_B,1,4,-2,0
pZdVrzgT,,,,,-3,0
vFHiVAFX,355,VAL_B,7,4,3,0
tge3cBNd,,,,7,1,0
CSmhzZxR,250,VAL_B,2,4,-5,0
vtqVsmWl,230,VAL_B,5,8,-12,0
bF66QCHq,-2,VAL_B,3,8,-1,0
UgXJf9vy,,,,7,-8,0
9HSR2UIf,,,,,11,0
59IhyAOY,255,VAL_B,1,6,17,0
Rls3aJeO,205,VAL_B,1,16,-6,0
kOr5nykI,,,,2,14,0
0NmlXudq,360,VAL_B,7,3,9,0
UBJs1xo5,220,VAL_B,5,8,-12,0
ViASzLL7,,,,17,18,0
O9GVPdUD,320,VAL_B,7,3,-7,0
gkXYZ6ZJ,185,VAL_B,5,7,-1,0
1oMUYC4h,240,VAL_B,6,13,18,0
Vrnq4MyB,155,VAL_B,1,10,9,0
bs2108Hy,,,,8,8,0
4fUIhCiz,,,,18,-1,0
uucIJyzC,,,,31,-7,0
7W7Ba9Uy,270,VAL_B,4,,17,0
MaBWzeuc,,,,9,5,0
FOfgCkJO,230,VAL_B,3,7,-6,0
kyON4jze,240,VAL_B,7,6,22,0
jXZQPDbO,,,,2,-8,0
P7y8LCPL,260,VAL_B,7,7,8,0
1SCeHbRG,,,,,1,0
RFxLQmBv,,,,,2,0
4fRkCAOj,190,VAL_B,5,9,15,0
PltJRHRK,-3,VAL_B,7,8,15,0
oL8Tk8Yk,230,VAL_M,7,7,1,0
pcEXcmKG,,,,9,3,0
739DX1Sm,,,,8,12,0
jy6JdO3s,,,,17,-1,0
AM3tVcfN,,,,,10,0
FHWzOX7e,240,VAL_I,6,6,-1,0
0iEuaqJb,,,,,-3,0
e4HPOWk8,300,VAL_B,6,7,17,0
Y6JQFxHE,,,,25,14,0
yArbxuYq,295,VAL_B,7,4,12,0
wtXgn1mO,-3,VAL_B,5,9,15,0
zdq7e1WU,275,VAL_B,7,5,22,0
tQBoWLxU,230,VAL_B,2,9,-6,0
LhrAnU7G,155,VAL_B,4,6,-8,0
xMGalQ48,,,,8,8,0
cxxRggvB,285,VAL_M,1,10,-8,0
fkyMQEnt,295,VAL_B,4,,0,0
NXTIlDbF,140,VAL_H,3,4,5,0
gtP8ieq2,220,VAL_B,4,6,16,0
xDYI9Ule,250,VAL_B,4,4,-5,0
6F4XNmk0,,,,,2,0
0PYb7eFi,110,VAL_B,1,3,20,0
iEU3MXMQ,,,,8,18,0
uOE0uFFV,,,,7,14,0
jzWwh38V,155,VAL_B,1,6,8,0
gwTfinv1,-3,VAL_B,7,5,-2,0
fIudI2wj,-1,VAL_B,2,,-10,0
edAVEsLo,300,VAL_M,5,9,1,0
Bzft1wbS,,,,9,3,0
uE5GZaBB,,,,8,15,0
eSJi93Sk,,VAL_B,,10,1,0
40syS1dx,195,VAL_B,1,9,13,0
shCkGaro,240,VAL_B,6,2,-12,0
gORH852R,,,,,4,0
YwyA5MI0,250,VAL_M,3,,6,0
8O2LoiWK,,,,10,-5,0
jVJ3yvJO,,,,28,3,0
HMutbdry,-1,,4,,16,0
jl9gOUO9,,,,9,-10,0
sZXpgCut,,,,8,18,0
TJPPSFAt,,,,4,12,0
32DFqq1i,,,,50,8,0
wvJPPleC,355,VAL_B,6,,3,0
jROMsstt,,,,8,18,0
V8sUh89E,-3,VAL_B,4,10,3,0
xfacVNSF,205,VAL_B,3,8,-4,0
d6SO52yl,250,VAL_B,2,7,-10,0
0fzKJxNJ,225,,4,9,2,0
CjwnhIDu,,,,,-6,0
1vh5bh8Q,-2,VAL_B,3,49,-8,0
i67dPDnV,,,,12,16,0
yHMDO2TN,,,,7,-2,0
QNEentoD,150,VAL_I,1,4,24,0
inCIu8Ea,-3,VAL_B,7,,-3,0
3SWK9qek,270,VAL_B,7,8,1,0
xopbhYlx,,VAL_B,,3,-4,0
cHHqJFAM,,,,20,-6,0
NZIyZKcD,285,VAL_B,7,9,-3,0
WgGwCFRd,-3,VAL_B,3,8,8,0
Gsu7wnSy,150,VAL_B,1,14,19,0
Eiu47KE9,205,VAL_B,7,11,6,0
IuGruIpA,235,VAL_B,6,10,-10,0
L8sY9bpj,,,,7,2,0
AUDvaJLw,235,VAL_B,2,9,-4,0
6A2HTg2J,,,,,-13,0
dxpILk7w,,VAL_B,8,33,-4,0
fTwO751P,,,,8,12,0
uG36llb8,,,,,-7,0
fMG9g478,,,,,25,0
MSa7ccYU,305,VAL_B,4,4,0,0
XkoS7lez,250,VAL_B,7,9,0,0
iEdqn0ez,-3,VAL_B,7,9,-5,0
YmLGAv67,,,,19,-8,0
DaAvKDLJ,245,VAL_B,7,8,12,0
IVjpweDA,,,,4,-1,0
g1AaQlRN,195,VAL_B,4,4,2,0
GP7aNGXI,,,,15,6,0
64QaXL1D,300,VAL_B,7,,-14,0
pIgCSihc,225,VAL_B,2,4,0,0
WY1dFqRm,,VAL_B,2,11,5,0
Zos613ra,,,,7,-12,0
qcDxMyAH,,,,2,-9,0
X2C4Z53v,150,VAL_A,1,9,20,0
UxHX6x56,,,,9,-9,0
KCk98Q9a,,,,,18,0
raeBn06a,,,,6,-7,0
ITh7HXFk,,,,8,19,0
02qeCgYo,,,,15,-9,0
mYVpQpCK,,,,17,-13,0
lig4YaoE,,,,,7,0
A1gZ75gV,,,,16,1,0
pTbZTUVS,,,,,0,0
wpFGfH6E,,,,,-9,0
N8oqi1fA,,,,8,-33,0
4VyuLQu2,290,VAL_B,7,2,-9,0
Q4txP9WO,-1,VAL_D,1,5,29,0
CLcJQ9HI,,,,52,17,0
7VpNANFY,,,,9,-2,0
AqHjWb3j,,,,9,15,0
mrPq0FM4,260,VAL_B,2,,4,0
QYL4muiw,,,,9,2,0
pU2svMyJ,335,VAL_B,2,8,5,0
VLuRU5jC,,,,12,-11,0
U63qjokG,255,VAL_B,4,4,-1,0
AUU4YOvm,,,,14,17,0
7PUvInCs,250,VAL_B,3,8,-2,0
EjnQ2tGF,,,,8,9,0
qiVmSX7s,,,,18,-2,0
pRFsu41t,,VAL_B,,7,10,0
P6BXc9Ez,,,,18,2,0
k8jJVOK0,275,VAL_B,2,3,11,0
EHypktlE,145,VAL_B,4,34,-7,0
0vNERPls,,VAL_B,,4,2,0
RwzJoBIx,310,VAL_H,7,6,1,0
QxmMyrpH,,,,,3,0
Zkbg6mOc,,,,8,-4,0
KnrIHqq2,,,,,3,0
koOTMsSj,140,VAL_B,1,47,26,0
3SmHAnIf,,,,18,15,0
glH4CPxp,360,VAL_B,4,11,3,0
tozGm44e,265,VAL_B,5,3,11,0
IwkpIfdr,,,,4,5,0
EhL7c8a8,,,,4,17,0
lwOz0hR4,255,VAL_B,7,3,3,0
U9iUTYAs,215,VAL_B,5,13,2,0
jDucH3qL,250,VAL_M,2,3,9,0
iT8Gms4e,,,,,10,0
p5SqqhhH,-3,VAL_B,3,6,8,0
a82rjE4s,,,,,-7,0
IDbJR1BP,145,VAL_B,1,9,-3,0
2xeIH51D,235,VAL_B,1,5,-4,0
I5nLtwZS,,,,8,-9,0
vKgNa01O,,,,,-2,0
Ec50vwUy,-1,VAL_B,2,10,-14,0
y3JPsWJ5,,,,3,-11,0
EHqkAuIk,,,,,15,0
Ub9rtOo6,-3,VAL_K,7,18,18,0
2izlUfey,,,,6,8,0
CpwoEIFM,205,VAL_A,5,7,16,0
YZxsYw1Z,-3,VAL_B,1,8,27,0
bFDDator,-3,VAL_B,5,,4,0
Smh1DPKg,190,VAL_H,2,11,26,0
5HRpDHU6,230,VAL_B,6,9,-5,0
1yoRk436,175,VAL_B,2,8,-3,0
SrtXcEwI,285,VAL_B,1,4,3,0
OwTD4o9S,195,VAL_B,1,9,10,0
t9ozxqpo,,,,8,-5,0
8dPWflg8,,,,8,16,0
1mvVc8uu,225,VAL_B,6,7,1,0
ubKXpY0U,,,,26,-8,0
dYtCXsnc,390,VAL_B,4,8,3,0
VP4UX7Ib,,,,17,2,0
rtTgUHAB,,,,,20,0
4AsWRoc4,,,,,-7,0
aw09Z0e3,-1,VAL_B,2,4,-6,0
hyN2j6xH,-3,VAL_B,6,9,-4,0
XBQHrs0d,,,,7,20,0
Cl6VNO2C,-1,VAL_B,2,4,-3,0
c2d82TAr,,,,2,-5,0
P9qtSGgQ,,,,10,-11,0
ogbJz88O,,,,8,-2,0
VY97uBI0,,,,9,20,0
jJuKJRit,175,VAL_B,7,5,24,0
q852ul8I,,,,9,13,0
IqbvieCQ,195,VAL_K,2,2,-1,0
cEzCxk40,,,,7,-11,0
FOjVlEBa,-1,VAL_M,2,2,20,0
reed9Kqu,235,VAL_B,2,4,-10,0
dHq1vNX9,,,,10,4,0
CQQ9CTtq,,,,40,16,0
oPxFgBDn,185,VAL_B,7,8,13,0
0R7ruoiU,,,,7,3,0
